CID,item_type_id,item_type,size,date,Category,grade,outlet_id,qtym,Net Price,tmtm,division,item_type_id,rm,wire,noc,tlcolt,ecoInd,Area (km)^2,dfc,population,literacy_rate,pcx,uses,appliation group
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,1008,600,10486.8,1110,12,186,1,1,7,300,High,4363,171.1,6598719,0.353,68,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,1009,100,1747.8,185,15,186,1,1,4,270,High,280.13,25,1385910,1.047,65.16,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,1013,200,3029.52,370,19,186,1,1,4,200,Medium,2073,118.9,2279046,0.456,43.95,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,1015,300,4719.06,555,13,186,1,1,6,300,High,4394,219.2,2756398,0.801,60.1,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,2191,1200,20585.2,2220,28,372,2,2,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,2227,200,3495.6,370,17,186,1,1,3,350,High,2407,249.2,3136413,0.759,47.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,2355,6700,116325.8,12395,108,1674,9,9,4,180,Medium,1364,186.3,1665298,0.326,48.04,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,2561,100,1514.76,185,12,186,1,1,4,280,Medium,2689,114.4,3764791,0.353,40.3,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,2665,400,5903.68,740,28,372,2,2,7,230,Medium,1927,97.1,3729989,0.473,39.46,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,2666,100,1553.6,185,11,186,1,1,5,200,High,36,164,132948,0.643,51.77,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,3055,1000,17478,1850,16,186,1,1,7,150,Medium,281,303,338563,0.782,52.7,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,3059,600,8739,1110,10,186,1,1,4,150,Low,1141,45,2784394,0.729,75,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,3179,300,4369.5,555,16,186,1,1,2,200,Medium,483.97,218,298528,2.033,53.87,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,3253,200,3068.36,370,24,372,2,2,4,262,Low,2032,172.2,2816223,0.451,38.5,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,3344,300,4486.02,555,10,186,1,1,4,150,Low,3.08,7,224079,0.67,73.94,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,3392,300,5243.4,555,17,186,1,1,3,170,Medium,1702.56,365.9,2086356,0.396,66,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,3393,100,1534.18,185,19,186,1,1,4,150,Medium,1145,128.2,1438331,0.505,48,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,3442,300,4738.48,555,36,372,2,2,4,280,Medium,1810,386.6,1735062,0.674,49.43,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,3552,200,2913,370,16,186,1,1,5,100,Poor,390.6,468.6,264389,0.782,22.54,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),10-08-22,Domestic,Grade1,4151,100,1747.8,185,17,186,1,1,3,200,Medium,1896.05,204,2040201,0.61,65,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,1004,1000,14176.6,1850,16,186,1,1,7,425,High,5283,253,9352719,0.46,58.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,1005,700,10195.5,1295,15,186,1,1,3,300,High,1800,26,4262296,1.047,56.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,1010,500,8739,925,16,186,1,1,7,150,Medium,2492,398.5,3078190,0.782,28.3,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,2191,700,11846.2,1295,28,372,2,2,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,2224,200,2718.8,370,18,186,1,1,6,350,High,2368,296.4,3578693,0.674,48.5,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,2227,500,8739,925,34,372,2,2,3,350,High,2407,249.2,3136413,0.759,47.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,2491,200,2990.68,370,10,186,1,1,4,120,Medium,7,14,179907,0.779,90.49,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,2665,1100,16235.12,2035,14,186,1,1,7,230,Medium,1927,97.1,3729989,0.473,39.46,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,3055,300,5243.4,555,16,186,1,1,7,150,Medium,281,303,338563,0.782,52.7,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,3060,300,4544.28,555,20,372,2,2,4,250,Medium,171.1,18,794360,1,58.5,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,3394,200,2990.68,370,19,186,1,1,4,150,Medium,3403.48,186.5,2120380,0.66,43.2,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,3418,100,1514.76,185,11,186,1,1,3,150,Low,135.6,129,253650,0.75,50.45,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,3556,1000,14953.4,1850,13,186,1,1,5,175,Medium,1177,232.5,1355313,0.351,40.88,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),11-08-22,Domestic,Grade1,3647,100,1495.34,185,13,186,1,1,6,150,Medium,990,150.1,889053,0.436,45.56,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),13-08-22,Domestic,Grade1,1005,200,2913,370,15,186,1,1,3,300,High,1800,26,4262296,1.047,56.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),13-08-22,Domestic,Grade1,2191,400,5903.68,740,14,186,1,1,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),13-08-22,Domestic,Grade1,2227,1000,17478,1850,17,186,1,1,3,350,High,2407,249.2,3136413,0.759,47.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),13-08-22,Domestic,Grade1,2245,100,1514.76,185,19,186,1,1,5,300,Medium,2791,180.3,2870482,0.826,54.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),13-08-22,Domestic,Grade1,2355,900,15730.2,1665,12,186,1,1,4,180,Medium,1364,186.3,1665298,0.326,48.04,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),13-08-22,Domestic,Grade1,2491,100,1495.34,185,10,186,1,1,4,120,Medium,7,14,179907,0.779,90.49,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),13-08-22,Domestic,Grade1,2665,300,4369.5,555,14,186,1,1,7,230,Medium,1927,97.1,3729989,0.473,39.46,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),13-08-22,Domestic,Grade1,3055,600,9321.6,1110,32,372,2,2,7,150,Medium,281,303,338563,0.782,52.7,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),13-08-22,Domestic,Grade1,3060,200,3495.6,370,10,186,1,1,4,250,Medium,171.1,18,794360,1,58.5,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),13-08-22,Domestic,Grade1,3418,400,6059.04,740,22,372,2,2,3,150,Low,135.6,129,253650,0.75,50.45,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,1004,400,6991.2,740,16,186,1,1,7,425,High,5283,253,9352719,0.46,58.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,1005,300,4660.8,555,30,372,2,2,3,300,High,1800,26,4262296,1.047,56.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,1011,2000,34956,3700,10,186,1,1,4,450,High,3.81,12,110000,0.55,77.78,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,1013,300,4660.8,555,19,186,1,1,4,200,Medium,2073,118.9,2279046,0.456,43.95,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,1015,100,1747.8,185,13,186,1,1,6,300,High,4394,219.2,2756398,0.801,60.1,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,2227,300,5243.4,555,17,186,1,1,3,350,High,2407,249.2,3136413,0.759,47.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,2356,200,3495.6,370,15,186,1,1,6,250,Medium,3414,83.9,4268953,0.41,65.08,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,2665,900,13127.92,1665,42,558,3,3,7,230,Medium,1927,97.1,3729989,0.473,39.46,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,2666,200,3495.6,370,11,186,1,1,5,200,High,36,164,132948,0.643,51.77,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,3055,2500,38742.9,4625,80,930,5,5,7,150,Medium,281,303,338563,0.782,52.7,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,3059,200,3029.52,370,10,186,1,1,4,150,Low,1141,45,2784394,0.729,75,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,3253,400,6136.72,740,24,372,2,2,4,262,Low,2032,172.2,2816223,0.451,38.5,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,3299,400,5903.68,740,13,186,1,1,5,350,High,1601,210.9,2418743,0.351,40.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,3566,300,5243.4,555,17,186,1,1,3,180,Low,250.9,205.8,313932,0.53,54.96,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,3632,1100,16448.74,2035,12,186,1,1,4,150,Low,2810,154.2,2839136,0.488,34.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,3647,300,5243.4,555,26,372,2,2,6,150,Medium,990,150.1,889053,0.436,45.56,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),14-08-22,Domestic,Grade1,4385,1100,16526.42,2035,56,744,4,4,7,150,Low,3670,260.1,3176702,0.613,35,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,1005,200,3495.6,370,15,186,1,1,3,300,High,1800,26,4262296,1.047,56.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,1010,100,1747.8,185,16,186,1,1,7,150,Medium,2492,398.5,3078190,0.782,28.3,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,1012,300,5243.4,555,34,372,2,2,3,300,High,2372,147.8,3147269,0.53,42.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,2191,1800,31460.4,3330,42,558,3,3,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,2224,500,8739,925,18,186,1,1,6,350,High,2368,296.4,3578693,0.674,48.5,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,2227,400,6991.2,740,34,372,2,2,3,350,High,2407,249.2,3136413,0.759,47.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,2356,300,4544.28,555,30,372,2,2,6,250,Medium,3414,83.9,4268953,0.41,65.08,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,2665,1100,16079.76,2035,42,558,3,3,7,230,Medium,1927,97.1,3729989,0.473,39.46,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,3059,600,9010.88,1110,40,744,4,4,4,150,Low,1141,45,2784394,0.729,75,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,3060,100,1514.76,185,10,186,1,1,4,250,Medium,171.1,18,794360,1,58.5,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,3253,100,1514.76,185,12,186,1,1,4,262,Low,2032,172.2,2816223,0.451,38.5,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,3352,200,2913,370,17,186,1,1,3,220,Medium,3435.67,237.1,3110711,0.402,44.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,3442,100,1747.8,185,18,186,1,1,4,280,Medium,1810,386.6,1735062,0.674,49.43,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,3566,200,3204.3,370,34,372,2,2,3,180,Low,250.9,205.8,313932,0.53,54.96,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,3647,300,5243.4,555,13,186,1,1,6,150,Medium,990,150.1,889053,0.436,45.56,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),16-08-22,Domestic,Grade1,3719,1000,14565,1850,16,186,1,1,6,100,High,246,259,431748,0.782,57.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,1003,600,8739,1110,22,372,2,2,4,350,High,928,160,1823580,0.643,59.6,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,1004,900,15730.2,1665,16,186,1,1,7,425,High,5283,253,9352719,0.46,58.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,1005,1300,20235.64,2405,45,558,3,3,3,300,High,1800,26,4262296,1.047,56.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,1006,400,6991.2,740,13,186,1,1,7,350,Medium,2567,183.1,3318750,0.429,56.52,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,1012,100,1747.8,185,17,186,1,1,3,300,High,2372,147.8,3147269,0.53,42.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,1015,2000,34956,3700,13,186,1,1,6,300,High,4394,219.2,2756398,0.801,60.1,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,2355,3500,61173,6475,24,372,2,2,4,180,Medium,1364,186.3,1665298,0.326,48.04,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,3323,100,1747.8,185,13,186,1,1,5,250,Medium,1961,195.4,2204351,0.798,62,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,3352,700,12234.6,1295,34,372,2,2,3,220,Medium,3435.67,237.1,3110711,0.402,44.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,3442,100,1747.8,185,18,186,1,1,4,280,Medium,1810,386.6,1735062,0.674,49.43,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,3513,100,1456.5,185,18,186,1,1,4,250,Medium,2296,335.8,2558677,0.386,56,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),17-08-22,Domestic,Grade1,3719,1600,27964.8,2960,64,744,4,4,6,100,High,246,259,431748,0.782,57.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),18-08-22,Domestic,Grade1,1004,200,3029.52,370,16,186,1,1,7,425,High,5283,253,9352719,0.46,58.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),18-08-22,Domestic,Grade1,2191,500,8739,925,14,186,1,1,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),18-08-22,Domestic,Grade1,2355,100,1747.8,185,12,186,1,1,4,180,Medium,1364,186.3,1665298,0.326,48.04,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),18-08-22,Domestic,Grade1,2561,300,4544.28,555,12,186,1,1,4,280,Medium,2689,114.4,3764791,0.353,40.3,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),18-08-22,Domestic,Grade1,2665,600,8739,1110,14,186,1,1,7,230,Medium,1927,97.1,3729989,0.473,39.46,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),18-08-22,Domestic,Grade1,2668,100,1747.8,185,18,186,1,1,4,350,High,3438,329.9,3571695,0.316,52.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,1004,4000,63309.2,7400,48,558,3,3,7,425,High,5283,253,9352719,0.46,58.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,1008,200,3262.56,370,24,372,2,2,7,300,High,4363,171.1,6598719,0.353,68,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,1009,700,10972.3,1295,45,558,3,3,4,270,High,280.13,25,1385910,1.047,65.16,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,1014,900,12933.72,1665,18,186,1,1,5,350,High,2919,189.3,4077827,0.714,49.38,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,2227,100,1747.8,185,17,186,1,1,3,350,High,2407,249.2,3136413,0.759,47.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,2355,900,15730.2,1665,24,372,2,2,4,180,Medium,1364,186.3,1665298,0.326,48.04,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,2356,200,3068.36,370,15,186,1,1,6,250,Medium,3414,83.9,4268953,0.41,65.08,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,2666,1500,21925.18,2775,22,372,2,2,5,200,High,36,164,132948,0.643,51.77,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,3059,200,2990.68,370,10,186,1,1,4,150,Low,1141,45,2784394,0.729,75,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,3344,200,3029.52,370,10,186,1,1,4,150,Low,3.08,7,224079,0.67,73.94,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,3419,100,1495.34,185,11,186,1,1,3,200,Low,1456,138,2301673,0.77,62,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,3552,400,5903.68,740,16,186,1,1,5,100,Poor,390.6,468.6,264389,0.782,22.54,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,3556,1000,14953.4,1850,13,186,1,1,5,175,Medium,1177,232.5,1355313,0.351,40.88,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,3719,600,10486.8,1110,16,186,1,1,6,100,High,246,259,431748,0.782,57.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),20-08-22,Domestic,Grade1,4385,800,12118.08,1480,14,186,1,1,7,150,Low,3670,260.1,3176702,0.613,35,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,1005,800,13982.4,1480,30,372,2,2,3,300,High,1800,26,4262296,1.047,56.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,1008,700,12234.6,1295,12,186,1,1,7,300,High,4363,171.1,6598719,0.353,68,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,1015,3000,52434,5550,26,372,2,2,6,300,High,4394,219.2,2756398,0.801,60.1,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,2191,4900,80204.6,9065,70,930,5,5,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,2561,300,4544.28,555,12,186,1,1,4,280,Medium,2689,114.4,3764791,0.353,40.3,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,3059,200,2913,370,10,186,1,1,4,150,Low,1141,45,2784394,0.729,75,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,3060,400,6292.08,740,30,558,3,3,4,250,Medium,171.1,18,794360,1,58.5,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,3323,100,1553.6,185,13,186,1,1,5,250,Medium,1961,195.4,2204351,0.798,62,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,3344,100,1475.92,185,10,186,1,1,4,150,Low,3.08,7,224079,0.67,73.94,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,3393,100,1534.18,185,19,186,1,1,4,150,Medium,1145,128.2,1438331,0.505,48,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,3552,700,11652,1295,32,372,2,2,5,100,Poor,390.6,468.6,264389,0.782,22.54,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),21-08-22,Domestic,Grade1,3719,600,8855.52,1110,16,186,1,1,6,100,High,246,259,431748,0.782,57.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),22-08-22,Domestic,Grade1,1002,100,1456.5,185,10,186,1,1,4,180,Medium,683.04,29,3658027,0.506,51.75,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),22-08-22,Domestic,Grade1,1004,5500,84574.1,10175,48,558,3,3,7,425,High,5283,253,9352719,0.46,58.9,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),22-08-22,Domestic,Grade1,1007,100,1747.8,185,14,186,1,1,7,280,High,2799,196.7,2404250,0.604,51.1,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),22-08-22,Domestic,Grade1,1008,1100,18992.76,2035,60,930,5,5,7,300,High,4363,171.1,6598719,0.353,68,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),22-08-22,Domestic,Grade1,1012,200,3495.6,370,34,372,2,2,3,300,High,2372,147.8,3147269,0.53,42.4,Fan & Lighting Connection,General
10001,186,BYA LF - Skin Coated FR,1x 1.0 re (1-w),22-08-22,Domestic,Grade1,1014,600,9612.9,1110,36,372,2,2,5,350,High,2919,189.3,4077827,0.714,49.38,Fan & Lighting Connection,General
